course_code,course_name,professor,year,term,n_respondents,Course_Rating,Instructor_Rating,Rigor,Readings,Syllabus,Diverse Perspectives,Discussions,Assignments,Workload,Insights,Time Management,Discussion Diversity,Feedback,Availability,Respect,This course would benefit from more (or less) emphasis on issues of diverse perspectives.,This course would benefit from more (or less) emphasis on international perspectives.,The instructor effectively manages class discussion.,Class lectures clarified the subject material.,Materials Diversity,Sessions,gender
DPI-230,Legitimacy and Resistance,"Applbaum, Arthur",2013,Spring,13,4.42,4.5,4.08,4.67,4.75,,4.33,4.5,3.42,4.5,4.58,4.17,3.91,4.09,4.58,3.55,3.5,4.67,4.17,,,M
DPI-230,Legitimacy and Resistance,"Applbaum, Arthur",2012,Spring,1,5,5,5,5,5,,5,5,4,5,5,5,5,5,5,3,3,5,5,,,M
DPI-220,Political Philosophy for Public Policy,"Applbaum, Arthur",2012,Spring,5,5,5,4.6,4.6,5,,4.8,4.8,4,4.6,5,4.6,3.6,4.6,4.6,3.2,3.2,4.8,5,,,M
DPI-201,The Responsibilities of Public Action,"Applbaum, Arthur",2011,Fall,27,3.46,3.69,4.2,3.6,4.28,,3.28,4.24,3.24,4,3.58,3.71,3.83,4.75,4.13,3.42,3.87,3.63,3.28,,,M
DPI-201,The Responsibilities of Public Action,"Applbaum, Arthur",2010,Fall,41,3.44,4,4.02,3.61,4.17,,3.66,4.08,3.38,4.12,3.93,3.54,3.73,4.83,4.02,3.68,3.74,4.05,3.38,,,M
DPI-220,Political Philosophy for Public Policy,"Applbaum, Arthur",2011,Spring,11,4,4.36,4.3,4,4.2,,4.2,3.8,4.22,4.44,4.5,4.2,3.9,4.3,4.5,3.56,3.67,4.4,4,,,M
DPI 411 A,Political Philosophy for Development,"Applbaum, Arthur",2022,Fall,25,3.2,3.28,3.88,3.64,4.37,3.64,3.37,3.64,3.97,3.6,3.64,3.37,3.28,4.72,4.41,,,,,3.72,2.93,M
DPI 411 B,Political Philosophy for Development,"Applbaum, Arthur",2022,Fall,33,3.01,3.22,3.52,3.49,4.22,3.18,3,3.61,3.61,3.46,3.58,3.06,3.03,4.61,4.31,,,,,3.37,3.06,M
IGA-344M,International Perspectives on Justice for Children,"Aptel, Cecile",2019,January,8,4.88,4.88,5,4.88,5,5,5,4.75,4,4.63,4.63,5,4.75,4.88,5,3,3,4.75,5,,,F
IGA-344M,International Perspectives on Justice for Children,"Aptel, Cecile",2018,January,11,4.82,5,4.82,4.64,4.73,4.91,4.91,4.55,3.64,4.82,4.91,4.91,4.73,4.36,5,3.36,3.36,4.91,4.91,,,F
IGA-344M,International Perspectives on Justice for Children,"Aptel, Cecile",2021,January,8,4.38,4.63,4.63,4.75,4.75,4.5,5,4.5,3.13,4.75,4.25,4.75,4.75,4.75,5,3.38,3,4.38,4.75,,,F
PED-309,Development Policy Strategy,"Ashraf, Quamrul",2013,Spring,16,3.88,4.19,4.06,4,4.25,,4.13,4.25,3.25,4.31,3.13,4.56,4.56,4.63,4.44,3.25,3.31,3.69,4.19,,,M
PED-130,"Why Are So Many Countries Poor, Volatile, and Unequal?","Ashraf, Quamrul",2013,Spring,22,4.17,4.56,4.17,4.33,4.56,,4.44,4.56,3.06,4.67,4.17,4.78,4.44,4.78,4.88,3,3.06,4.11,4.67,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2018,Fall,60,3.76,4.15,4.03,3.83,4.2,4.15,3.97,4.3,3.02,4.31,3.93,4.81,4.34,4.84,4.84,3.37,3.39,4.34,3.6,,,M
API-114,Econometric Methods for Applied Research I,"Avery, Christopher",2018,Fall,7,2.29,3,3.43,3.14,2.83,2.43,2.14,3,4.14,3.29,3.14,4,2.71,4.71,4.86,3.29,3,3.29,2.14,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2017,Fall,50,4.4,4.7,4.58,3.83,4.48,4.17,4.5,4.5,3.41,4.6,4.56,4.86,4.76,4.92,4.94,3.48,3.44,4.8,4.18,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2016,Fall,52,4.18,4.44,4.31,3.49,4.57,3.47,4.27,4.54,3.41,4.4,4.48,4.63,4.41,4.88,4.98,3.29,3.37,4.54,4.15,,,M
API-302,Analytic Frameworks for Policy,"Avery, Christopher",2016,Fall,25,4.56,4.5,5,3.79,4.38,4.25,4.4,4.8,4.72,4.8,4.64,4.79,4.44,4.78,5,3.17,3.48,4.76,4.32,,,M
API-101,"Resources, Incentives, and Choices I:   Markets and Market Failures","Avery, Christopher",2020,Fall,40,4.58,4.88,4.53,4.35,4.63,4.43,4.68,4.68,2.97,4.88,4.68,4.88,4.85,4.9,4.95,3.4,3.28,4.88,4.53,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2019,Fall,65,4.49,4.74,4.57,3.67,4.35,4.12,4.51,4.4,3.51,4.71,4.82,4.68,4.54,4.78,4.95,3.72,3.74,4.77,4.4,,,M
API-111,Microeconomic Theory I,"Avery, Christopher",2015,Fall,18,4.33,4.59,4.59,4.12,4.71,,4.29,4.65,4.06,4.47,4.65,4.47,4.24,4.76,4.88,3,3.18,4.59,4.53,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2015,Fall,53,3.62,3.92,4.21,2.86,4.35,,3.64,4.21,3.46,3.98,3.92,4.53,3.79,4.77,4.91,3.25,3.55,4,3.57,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2013,Fall,70,4.06,4.48,4.42,3.02,4.37,,3.83,4.53,3.47,4.37,4.48,4.47,4.19,4.78,4.92,3.43,3.49,4.58,3.88,,,M
API-101,Markets and Market Failure,"Avery, Christopher",2012,Fall,45,4.1,4.48,4.5,3.17,4.35,,4.07,4.41,3.88,4.52,4.55,4.55,4.48,4.76,4.76,3.17,3.19,4.55,4.17,,,M
API-109,Advanced Microeconomics Analysis I,"Avery, Christopher",2011,Fall,29,3.41,3.54,4.24,3.28,4.19,,3.52,3.86,3.66,3.93,3.96,4.34,3.62,4.72,4.71,3.07,3.36,4.14,3.1,,,M
API-109,Advanced Microeconomics Analysis I,"Avery, Christopher",2010,Fall,67,3.73,3.94,4.3,3.56,4.24,,3.94,4.19,3.66,4.03,4.22,4.58,4.18,4.85,4.86,3.09,3.25,4.34,3.34,,,M
API-109,Advanced Microeconomics Analysis I,"Avery, Christopher",2009,Fall,72,3.13,3.31,3.54,3.24,3.97,,3.11,3.9,3.08,3.54,3.75,4.35,3.75,4.59,4.86,3.28,3.35,3.68,3.23,,,M
API-111,Microeconomic Theory I,"Avery, Christopher",2009,Fall,17,3.69,4,3.94,3.81,4.38,,3.56,4.31,3.5,3.81,4.19,4.44,3.69,4.44,4.81,2.63,2.69,3.81,4.19,,,M
API-111,Microeconomic Theory I,"Avery, Christopher",2008,Fall,7,3.43,3.57,4.14,4.57,4.43,,3.43,4.71,3.71,4,4.29,3.83,3.67,4.29,4.86,2.6,2.6,4,4.14,,,M
API 101 Z,"Resources, Incentives, and Choices I Markets and Market Failures","Avery, Christopher",2022,Fall,45,4.76,5,4.76,4.78,4.82,4.52,4.89,4.8,2.98,4.89,4.96,4.94,4.96,4.87,5,,,,,4.69,4.78,M
API-110,Advanced Microeconomic  Analysis II,"Bai, Jie",2019,Spring,65,4.48,4.74,4.75,4.28,4.83,4.46,4.6,4.69,3.63,4.69,4.82,4.75,4.63,4.88,4.91,3.25,3.27,4.63,4.63,,,F
DEV-206,"Firms, Markets, and Economic Development","Bai, Jie",2019,Spring,20,4.5,4.8,4.8,4.55,4.63,4.63,4.5,4.45,3.2,4.7,4.4,4.9,4.55,4.75,5,3.2,3.1,4.55,4.7,,,F
API-110,Advanced Microeconomic  Analysis II,"Bai, Jie",2018,Spring,67,4.7,4.85,4.86,4.35,4.82,4.52,4.62,4.73,3.7,4.8,4.74,4.82,4.85,4.95,4.98,3.17,3.17,4.82,4.79,,,F
API-110,Advanced Microeconomic  Analysis II,"Bai, Jie",2022,Spring,75,4.47,4.8,4.68,4.05,4.78,4.46,4.6,4.68,3.37,4.73,4.67,4.72,4.68,4.88,4.91,3.33,3.34,4.65,4.76,,,F
API-110,Advanced Microeconomic  Analysis II,"Bai, Jie",2021,Spring,43,4.81,4.98,4.86,4.4,4.88,4.74,4.86,4.77,3.6,4.91,4.93,4.91,4.86,4.95,5,3.44,3.48,4.86,4.86,,,F
API 110,Advanced Microeconomic Analysis II,"Bai, Jie",2023,Spring,62,4.29,4.53,4.46,3.95,4.57,4.3,4.2,4.54,3.32,4.47,4.47,4.44,4.42,4.67,4.68,,,,,4.3,4.27,F
DEV 338,Contemporary Developing Countries Entrepreneurial Solutions to Intractable Problems,"Balsari, Satchit",2022,Fall,6,2.17,3.17,2.84,2.84,3.67,4.34,2.51,4,4.17,3.17,3.67,3.51,3.5,4.34,4.5,,,,,4.34,2.67,M
API-505M,Fundamentals of Policy Analysis and Decision Making,"Bane, Mary Jo",2016,Spring,39,2.03,2.64,2.38,2.82,3.1,,2.69,2.92,2.95,2.74,2.82,3.08,2.79,4.08,4.13,3.23,3.42,2.9,2.74,,,F
SUP-220M,Homelessness and How to End (or At Least Decrease) It,"Bane, Mary Jo",2011,Fall,9,4.89,5,4.22,4.44,4.67,,4.78,4.56,2.67,4.67,5,4.78,4.67,4.67,5,3.44,3.78,4.89,4.89,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2018,Spring,6,3.33,3.83,3.33,3.67,3.5,3.4,3.83,3.33,2.17,4,4.17,4.17,3.83,3.83,4.17,3.5,3.6,4.17,3.67,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2017,Spring,16,3.94,4.56,3.5,3.88,4.25,4.5,4.19,4.25,2.5,4.44,4.25,4.73,4.6,4.44,4.73,3.07,3.13,4.44,4.25,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2016,Spring,12,4.58,4.92,4.08,4.08,4.67,,4.91,4.83,2.33,4.92,4.67,4.83,4.83,4.92,5,3.42,3.42,4.83,4.75,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2015,Spring,15,4.46,4.85,4.08,4.31,4.62,,4.46,4.69,2.38,4.85,4.62,4.62,4.77,4.77,4.92,3.23,3.77,4.38,4.69,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2014,Spring,21,4.37,4.56,3.84,4.32,4.28,,4.58,4.44,2.72,4.63,4.26,4.68,4.74,4.53,4.89,3.44,3.5,4.58,4.44,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2013,Spring,8,4.14,4.43,3.43,3.29,4.43,,4.86,4.43,2.14,4.29,4.43,4.86,5,4.86,5,3.29,3.43,4.86,4.29,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2012,Spring,5,4.4,4.8,4,4,4.6,,4.6,4.6,2.2,4.6,5,5,4.6,5,5,3.2,3,4.8,4.8,,,F
SUP-321M,Designing Social Security Systems,"Barnhart, Jo Anne",2011,Spring,15,4.07,4.36,3.47,3.6,4.07,,4.07,4.2,2.36,4.33,4.27,4.47,4.27,4.47,4.8,3.4,3.47,4.13,4.13,,,F
HLE-221M,Designing Social Security Systems,"Barnhart, Jo Anne",2010,Spring,12,4.58,4.75,4.25,4.5,4.25,,4.67,4.92,2.5,4.75,4.75,4.92,4.83,4.92,5,3.27,3.91,4.92,4.91,,,F
HLE-221M,Designing Social Security Systems,"Barnhart, Jo Anne",2009,Spring,12,4.33,4.33,3.58,4.25,4.17,,4.42,4.42,2.17,4.5,4,5,4.5,4.92,5,3.33,3.67,4.42,4.42,,,F
SUP-450,The Consequences of Educational Policy Interventions in,"Barrera-Osorio, Felipe",2015,Spring,6,3.5,3.83,4,4,4.17,,3.67,3.33,3.5,4.17,3.5,4,3.17,4,4.17,3,3.17,3.17,4.33,,,M
SUP-450,The Consequences of Educational Policy Interventions in,"Barrera-Osorio, Felipe",2014,Spring,6,4.67,4.5,4.83,4.83,4.83,,5,4.83,4,4.67,4,4.33,4.33,4,4.33,2.5,2.83,4.17,4.83,,,M
DPI 562,"Public Problems and Social Change Advice, Strategy and Analysis","Barron, David",2022,Fall,5,3.6,4.2,4.41,3.8,4,4.41,4.2,3.8,3.8,4.41,4.41,4.41,4.6,4.6,5,,,,,4.41,4,M
MLD-340,Power and Influence,"Battilana, Julie",2018,Fall,16,4.63,5,4.56,4.75,4.69,4.53,4.81,4.75,3.15,4.81,5,4.81,4.5,4.56,4.93,3.75,3.5,4.94,4.81,,,F
MLD-340,Power and Influence,"Battilana, Julie",2017,Fall,15,4.6,4.8,4.53,4.73,4.73,4.47,4.67,4.47,3.27,4.73,4.87,5,4.07,4.13,5,3.47,3.73,4.73,4.67,,,F
MLD-340,Power and Influence,"Battilana, Julie",2016,Fall,12,4.25,4.5,4.42,4.25,4.42,4.08,4.08,4.25,3.09,4.5,4.75,4.5,3.83,4.33,5,3.33,3.36,4.58,4.17,,,F
MLD-340M,"The Fundamentals of Power in Relationships, Organizations, and","Battilana, Julie",2022,January,39,4.38,4.82,4.28,4.55,4.68,4.59,4.41,4.49,2.79,4.74,4.77,4.85,4.63,4.74,5,3.41,3.43,4.85,4.68,,,F
MLD 340,Power and Influence for Positive Impact,"Battilana, Julie",2022,Fall,44,4.23,4.75,3.94,4.3,4.32,4.58,4.21,4.12,2.57,4.39,4.6,4.62,4.21,4.48,4.89,,,,,4.32,4.19,F
DPI-543,Corruption: Finding It and Fixing It,"Baum, Jeeyang Rhee",2019,Spring,13,3.69,3.85,3.85,4,4.23,4.54,3.69,4.08,3.08,3.69,3.38,4.54,4.15,4.69,4.62,3.23,3.23,3.54,3.69,,,F
DPI-454,The Asia-Pacific in Transition,"Baum, Jeeyang Rhee",2018,Spring,12,3.75,3.75,3.67,4.08,4.25,4.17,4,4,2.91,4.18,3.45,4.36,4.18,5,4.91,3.25,3.17,3.55,3.83,,,F
DPI-454,The Asia-Pacific in Transition,"Baum, Jeeyang Rhee",2017,Spring,11,3.91,4.27,3.73,4.09,4.18,4.36,3.82,3.82,3,4.18,4.27,4.73,4.27,4.82,4.91,3.64,3.36,4.27,4.18,,,F
DPI-543,Corruption: Finding It and Fixing It,"Baum, Jeeyang Rhee",2022,Spring,27,3.96,4.26,4.12,4.23,4.08,4.64,3.69,4.38,3.04,4.32,4.2,4.88,4.5,4.77,4.77,3.08,3.12,3.92,3.96,,,F
DPI-543,Corruption: Finding It and Fixing It,"Baum, Jeeyang Rhee",2021,Spring,15,3.73,4.4,3.8,4.07,4.73,4.57,3.87,4.33,3.47,4.14,3.5,4.64,4.71,4.64,4.79,3.33,3.2,3.79,3.67,,,F
DPI 543,Corruption Finding It and Fixing It,"Baum, Jeeyang Rhee",2023,Spring,38,3.11,3.34,3.43,3.82,3.87,4.06,3.5,3.9,2.74,3.53,3.21,4.26,3.85,4.37,4.56,,,,,4.09,3.11,F
DPI 608,"Political Communication Breakdown Causes, Consequences, and Solutions","Baum, Matthew",2023,Spring,12,4.09,4.26,4.09,3.84,4.42,4.34,4.51,4.59,3.09,4.59,4.09,4.92,4.75,4.75,5,,,,,4.42,4.42,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2019,Fall,9,3.89,4.11,3.75,3.25,4.71,4.13,4.5,4.38,1.63,3.88,4.63,4.5,4.25,4.38,4.88,3,3.25,4.63,4,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2018,Fall,7,3.29,3.71,3.57,2.14,4.29,3.29,3.71,3.71,1.71,4,3.86,4.29,3.86,4,4.86,3.57,3.43,3.71,3.57,,,M
DPI-101,Political Institutions and Public Policy,"Baum, Matthew",2019,Spring,38,2.45,3.13,2.53,2.79,3.42,3.24,2.92,3.37,2.29,3.32,3.26,3.84,3.97,4.11,4.43,3.74,3.18,3.08,3.37,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2017,Fall,8,4.38,4.63,4.14,3.71,4.29,3.57,4.14,4.14,1.57,4.86,4.86,4.86,4.86,4.71,4.86,3.14,3.14,4.86,4.29,,,M
DPI-101,Political Institutions and Public Policy,"Baum, Matthew",2018,Spring,30,3.13,3.53,3.14,3.1,3.9,3.32,3.62,3.43,2.57,3.62,3.86,3.76,3.76,3.93,4.55,3.93,3.63,3.69,3.72,,,M
DPI-150Y,"Seminar: Democracy, Politics, and Institutions","Baum, Matthew",2018,Spring,14,2.62,3.08,2.69,2.36,3.58,3.17,2.69,3.31,3.15,3.08,2.62,3.85,3.69,4.46,4.62,3.08,3.25,2.69,2.69,,,M
DPI-101,Political Institutions and Public Policy,"Baum, Matthew",2017,Spring,21,2.29,2.52,2.43,2.48,3.48,2.75,3.1,3.38,2.33,2.81,2.52,3.43,3.62,3.85,3.8,3.48,3.33,2.62,2.9,,,M
DPI-150Y,"Seminar: Democracy, Politics, and Institutions","Baum, Matthew",2017,Spring,11,2.73,4,3.27,3.3,4.22,4,3.55,4,3.2,3.64,3.55,4.27,4.45,4.73,4.82,3,3,3.64,3.45,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2021,Fall,7,3.86,4.14,3.6,3.2,4.6,4.2,4,4,1.8,4,4.8,4.6,4.2,4.75,4.8,3.4,3.6,4.4,3.75,,,M
DPI-315,The Pandemic and the People: Lessons for American Democracy,"Baum, Matthew",2022,Spring,5,3.6,4,3.6,3.8,4,3.8,3.8,3.8,3,3.8,3.4,3.8,4.4,3.6,4.4,3.2,3.2,3.6,3.8,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2020,Fall,4,4,3.75,3.75,4.5,4.75,4.5,4.5,4.75,1.5,4,4,4.25,4,4.25,4.25,3,3,4.25,3.75,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2015,Fall,11,4.45,4.64,4,3.36,4.64,,4.55,4.45,1.82,4.36,4.73,4.36,4.64,4.73,4.73,3.4,3.3,4.82,4.4,,,M
DPI-101,Political Institutions and Public Policy: American Politics,"Baum, Matthew",2016,Spring,21,3.24,3.75,3.29,3.15,4.1,,3.67,4.1,2.52,3.71,3.81,4.1,4.19,4.38,4.71,3.2,3.3,3.81,3.9,,,M
DPI-101,Political Institutions and Public Policy: American Politics,"Baum, Matthew",2015,Spring,30,4.07,4.34,3.57,4.07,4.4,,4.4,4.17,2.7,4.17,4.37,4.43,4.47,4.27,4.9,3.53,3.07,4.43,4.57,,,M
API-901,Doctoral Research Seminar,"Baum, Matthew",2013,Fall,8,4.5,4.75,4.5,4.5,4.5,,4.5,4.5,1.75,4.75,4.5,4.75,4.75,4.75,4.75,3.25,2.75,4.75,4.5,,,M
DPI-101,Political Institutions and Public Policy: American Politics,"Baum, Matthew",2014,Spring,34,2.74,3.29,2.91,3.09,3.61,,3.29,3.76,2.47,3.41,3.41,3.82,4.15,4.21,4.56,3.65,3.26,3.41,3.5,,,M
DPI-101,Political Institutions and Public Policy: American Politics,"Baum, Matthew",2013,Spring,24,3.09,3.52,3.17,3.43,3.52,,3.78,3.68,2.74,3.7,3.68,4.13,4.22,4.17,4.52,3.43,3,3.52,3.78,,,M
DPI-101,Political Institutions and Public Policy: American Politics,"Baum, Matthew",2012,Spring,2,1,1.5,1,1,2,,1,1.5,1.5,2.5,1,4.5,3,4.5,4.5,3.5,2,1.5,1,,,M
PPP-306,"Mass Media, Public Opinion, and U.S. Foreign Policy","Baum, Matthew",2007,Fall,10,4.3,4.5,4.8,4.5,4.4,,4.7,4.67,3.8,4.6,4.2,4.8,4.7,5,4.9,3.3,3.6,4.6,4.3,,,M
PAL-118,Political Communication,"Baum, Matthew",2008,Spring,4,4,4.25,4.5,4.25,4.5,,4.5,4.5,3.5,4.5,4.25,4.5,4.5,4.5,4.5,3.5,3.67,4.5,5,,,M
DPI-101,Political Institutions and Public Policy: International  Politics,"Baum, Matthew",2010,Spring,10,3.1,3.4,3.1,3.78,3.56,,3.1,3.8,2.7,3.4,3.6,4.1,4.8,4.5,4.78,3.22,3.22,4,3.6,,,M
DPI-608,Political Communication,"Baum, Matthew",2009,Fall,7,3.71,3.86,3.86,3.86,3.71,,3.86,4.14,3.29,4.14,3.86,4.33,4,4.29,4.43,3.14,3.57,3.71,4.14,,,M
DPI-611,"Mass Media, Public Opinion, and U.S. Foreign Policy","Baum, Matthew",2009,Fall,3,4,4,4.33,3.33,4,,4.67,4,4.33,4,3,3.33,2,4.33,3.33,3.33,3.33,3.33,4,,,M
PAL-110,Political Institutions and Public Policy: Comparative Politics,"Baum, Matthew",2009,Spring,16,3.5,3.81,3.63,3.94,3.94,,3.69,4.38,3.25,4.06,3.81,4,4.25,4.38,4.63,3.4,3.6,3.94,3.88,,,M
PPP-306,"Mass Media, Public Opinion, and U.S. Foreign Policy","Baum, Matthew",2008,Fall,9,3.38,3.75,4.38,4,3.75,,4.25,4.38,4.25,4.25,3.88,4.5,4.13,4.75,4.71,3.43,3.63,4.38,3.5,,,M
API 901,Doctoral Research Seminar,"Baum, Matthew",2022,Fall,7,3.58,3.29,2.87,3.29,4.29,3.29,3.72,3.72,1.43,4,3.58,4.01,4.15,3.72,4.72,,,,,3.87,3.72,M
MLD-337Y,EC Field Course - US: Behavioral Insights,"Bazerman, Max",2018,Spring,12,3.33,3.33,2.92,3.33,3.5,3.42,3,3.75,2.92,3.45,3.18,3.82,3.55,3.82,4,3.25,3.42,3.64,3.08,,,M
MLD-255,Negotiation Intensive,"Bazerman, Max",2016,Fall,4,4.5,5,4.5,4.75,5,5,4.67,5,2.75,5,5,4.75,4.75,4.75,5,3.25,4,5,4.75,,,M
MLD-328M,Noticing: A Leadership Challenge,"Bazerman, Max",2017,January,73,3.76,4.29,3.57,4.03,4.14,3.86,3.89,4.13,2.81,4.39,4.35,4.33,4.07,4.56,4.69,3.61,3.56,4.24,3.94,,,M
MLD-335Y,United Kingdom Immersive Field Course: Behavioral Insights,"Bazerman, Max",2017,Spring,4,3.75,3.75,4,4.25,4.25,4,3.75,4.25,3.25,4,3.75,4.25,3.75,4.75,4.5,3.25,3.75,4,3.25,,,M
MLD-328M,Noticing: A Leadership Challenge,"Bazerman, Max",2016,January,49,4.08,4.44,3.94,4.16,4.41,,4.19,4.22,2.72,4.59,4.45,4.43,4.31,4.34,4.73,3.58,3.57,4.41,4.33,,,M
MLD-328M,Noticing: A Leadership Challenge,"Bazerman, Max",2015,January,70,4.03,4.48,3.6,4,4.32,,4.24,4.25,2.4,4.41,4.36,4.4,4.09,4.41,4.71,3.45,3.57,4.47,4.21,,,M
MLD-328M,Noticing: A Leadership Challenge,"Bazerman, Max",2014,January,56,4.08,4.38,3.77,4.03,4.21,,4.21,4.1,2.65,4.44,4.38,4.28,4.03,4.28,4.62,3.31,3.33,4.36,3.97,,,M
API-308,Behavioral Approaches to Decision Making and Negotiation,"Bazerman, Max",2009,Spring,1,5,5,5,5,5,,5,5,5,5,5,4,5,3,5,3,4,5,5,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2019,Spring,26,3.92,4.04,4.15,4.31,4.31,3.46,4.08,4.31,3.27,4.23,4,4.35,3.96,4.42,4.69,3.5,3.31,4.27,4.08,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2018,Spring,24,4.42,4.38,4.42,4.54,4.7,3.96,4.46,4.58,3.25,4.58,4.5,4.42,4.25,4.71,4.71,3.39,3.52,4.38,4.5,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2017,Spring,24,4.17,4.17,4.29,4.38,4.38,3.39,4.29,4.54,3.58,4.21,4.17,4.21,4.04,4.74,4.71,3.63,3.5,4.08,4.17,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2021,Spring,5,3.6,3.4,3.4,4.2,3.6,3,3.8,3.8,2.8,3.4,3,3.8,3,3.6,4,3.2,3.8,3,3.4,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2016,Spring,27,4.04,4.22,4.3,4.37,4.48,,4.11,4.27,3.69,4.37,4.33,4.15,4.07,4.67,4.59,3.81,3.85,4.37,4.15,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2015,Spring,46,4.17,4.31,4.33,4.4,4.52,,4.31,4.38,3.52,4.36,4.38,4.07,4.07,4.5,4.61,3.56,3.68,4.33,4.26,,,M
MLD-602,Performance Leadership: Producing Results in Public and Nonprofit,"Behn, Robert",2014,Spring,55,3.9,3.96,4.14,3.98,4.1,,3.94,4.1,3.63,4.04,3.79,3.78,3.9,4.61,4.33,3.57,3.78,3.82,3.92,,,M
MLD-604,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2013,Spring,24,4.78,4.71,4.61,4.53,4.89,,4.67,4.83,3.83,4.56,4.61,4.5,4.44,4.89,4.67,3.33,3.44,4.61,4.78,,,M
MLD-604,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2012,Spring,29,4,4.04,4.09,4.04,4.39,,4,4.35,3.52,4.3,4.09,3.52,3.91,4.74,4.26,3.91,3.9,4.26,4.13,,,M
STM-104,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2008,Spring,14,4.73,4.8,4.53,4.4,4.67,,4.67,4.87,3.73,4.67,4.6,4.67,4.67,4.73,4.87,3.53,3.87,4.73,4.73,,,M
MLD-604,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2011,Spring,16,3.87,4,4.2,4.07,4.33,,4,4.27,3.67,3.93,3.87,4.13,3.87,4.73,4.53,3,3.2,3.8,3.87,,,M
MLD-604,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2010,Spring,28,4.11,4.07,4.11,4.11,4.11,,4.14,4.18,3.54,4.21,4.21,4.07,4.14,4.61,4.57,3.29,3.5,4.36,4.18,,,M
STM-104,Performance Leadership: Producing Results in Public  and,"Behn, Robert",2009,Spring,25,4.04,3.96,4,4.21,3.96,,4.13,3.88,3.67,3.92,4.17,3.92,3.88,4.67,4.63,3.54,4.13,4.21,4.13,,,M
MLD-320M,"The Art of Leading in a Diverse World:  Skills, Insights, and Best","Bellinger, Patricia",2017,Spring,31,4.65,4.84,4.29,4.74,4.65,4.87,4.58,4.45,3,4.74,4.71,4.94,4.74,4.71,4.97,3.13,3.26,4.68,4.58,,,F
MLD-320M,"The Art of Leading in a Diverse World:  Skills, Insights, and Best","Bellinger, Patricia",2016,Spring,26,4.62,4.77,4.19,4.73,4.44,,4.62,4.58,3.04,4.85,4.12,4.73,4.58,4.15,4.85,3.35,3.85,4.42,4.54,,,F
MLD-320M,"The Art of Leading in a Diverse World:  Skills, Insights, and Best","Bellinger, Patricia",2015,Spring,32,4.8,4.84,4.48,4.88,4.84,,4.76,4.8,3,4.72,4.64,4.88,4.84,4.56,4.96,3.24,3.48,4.84,4.6,,,F
SUP-664,Housing Policy in the U.S.: Intersection of Public/Private Sectors in,"Belsky, Eric",2014,Spring,8,4.14,4.71,4.5,4.33,4.5,,4.33,4.67,3.43,4.71,4.43,4.29,4.43,4.71,5,3,3.33,4.14,4.5,,,M
SUP-664,Housing Policy in the U.S.: Intersection of Public/Private Sectors in,"Belsky, Eric",2013,Spring,6,4.33,4.33,4,4.33,4.33,,4.17,4.5,3,4.5,3.83,4.33,4,4.17,4.83,3.17,3.5,4,4,,,M
SUP-664,Housing Policy in the U.S.: Intersection of Public/Private Sectors in,"Belsky, Eric",2012,Spring,3,4.33,4.33,4,4.33,4.33,,4.67,4.33,3,4.67,3.67,4.33,4.33,4.33,5,3,4,4,4.67,,,M
SUP-664,Housing Policy in the U.S.: Intersection of Public/Private Sectors in,"Belsky, Eric",2011,Spring,10,4.6,4.9,4.6,4.6,4.8,,4,4.4,3.3,4.9,4.8,4.6,4.4,4.8,5,3.22,3,4.2,4.8,,,M
